"","rowname","PlateID","WellName","Field","Timepoint","timepoint","X","Y","FRET1","CFP.Mean","YFP.Mean","Cell.Roundness","Cell.Area.µm","dist","dfret","df.fret","Well2","Treatment","time"
"6195","122",16765,"B4",8,1,"3",407,814,0.695973,849.119,590.964,0.866463,133.554,11.7046999107196,0.00891199999999992,1.29711917864643,"4","FSK",6
"6196","122",16765,"B4",8,1,"4",399,812,0.706606,752.502,531.723,0.829817,141.831,8.24621125123532,0.0195449999999999,2.84472557749602,"4","FSK",10
"6197","123",16765,"B4",8,1,"1",556,835,0.82699,704.245,582.404,0.973021,73.89,0,0,0,"4","FSK",0
"6198","123",16765,"B4",8,1,"2",544,821,0.849502,617.656,524.7,0.961399,73.89,18.4390889145858,0.022512,2.72216109021874,"4","FSK",2
"6199","123",16765,"B4",8,1,"3",534,817,0.879495,653.073,574.374,0.975725,75.7868,10.770329614269,0.052505,6.34892804024233,"4","FSK",6
"6200","123",16765,"B4",8,1,"4",525,813,0.963789,605.032,583.123,0.980243,76.3904,9.8488578017961,0.136799,16.5417961523114,"4","FSK",10
"6201","124",16765,"B4",8,1,"1",320,982,0.846471,1385.64,1172.91,0.99855,77.2526,0,0,0,"4","FSK",0
"6202","124",16765,"B4",8,1,"2",307,967,0.869563,1115.77,970.229,0.993638,73.4589,19.8494332412792,0.023092,2.72803202944933,"4","FSK",2
"6203","124",16765,"B4",8,1,"3",297,963,0.900339,1272.61,1145.78,0.981531,76.5628,10.770329614269,0.053868,6.36383290154064,"4","FSK",6
"6204","124",16765,"B4",8,1,"4",288,958,0.995857,1167.78,1162.94,0.963559,75.7006,10.295630140987,0.149386,17.6480942643044,"4","FSK",10
"6205","125",16765,"B4",9,1,"1",214,60,0.767297,2107.41,1617.01,0.989097,58.2843,0,0,0,"4","FSK",0
"6206","125",16765,"B4",9,1,"2",202,45,0.765583,2270.34,1738.13,1.0142,59.4052,19.2093727122985,-0.00171399999999999,-0.22338155890092,"4","FSK",2
"6207","125",16765,"B4",9,1,"3",192,42,0.864062,2044.85,1766.88,0.991637,57.1635,10.4403065089106,0.096765,12.6111531779741,"4","FSK",6
"6208","125",16765,"B4",9,1,"4",183,38,1.01729,1569.57,1596.7,1.00039,56.6461,9.8488578017961,0.249993,32.5809953642462,"4","FSK",10
"6209","126",16765,"B4",9,1,"1",477,102,0.773229,3141.84,2429.36,0.986354,60.7847,0,0,0,"4","FSK",0
"6210","126",16765,"B4",9,1,"2",466,88,0.774052,3479.68,2693.45,0.992888,61.4744,17.8044938147649,0.000822999999999907,0.106436773581941,"4","FSK",2
"6211","126",16765,"B4",9,1,"3",455,84,0.906701,3046.17,2761.97,1.00423,62.6815,11.7046999107196,0.133472,17.2616391780443,"4","FSK",6
"6212","126",16765,"B4",9,1,"4",447,79,1.06419,2270.16,2415.88,0.993377,58.7154,9.4339811320566,0.290961,37.6293439589048,"4","FSK",10
"6213","127",16765,"B4",9,1,"1",421,423,0.792608,831.401,658.976,0.935253,102.256,0,0,0,"4","FSK",0
"6214","127",16765,"B4",9,1,"2",410,409,0.842835,931.747,785.309,0.961574,100.101,17.8044938147649,0.050227,6.33692821672252,"4","FSK",2
"6215","127",16765,"B4",9,1,"3",400,405,0.892386,872.719,778.802,0.974185,98.8074,10.770329614269,0.099778,12.588568371755,"4","FSK",6
"6216","127",16765,"B4",9,1,"4",390,400,0.898826,711.383,639.41,0.922902,94.9275,11.1803398874989,0.106218,13.4010759417013,"4","FSK",10
"6217","128",16765,"B4",9,1,"1",776,528,0.834078,3148.21,2625.86,0.996013,57.5945,0,0,0,"4","FSK",0
"6218","128",16765,"B4",9,1,"2",764,513,0.845085,3378.01,2854.71,1.00395,56.991,19.2093727122985,0.011007,1.31966075115277,"4","FSK",2
"6219","128",16765,"B4",9,1,"3",754,510,0.974721,3087.51,3009.46,0.99339,57.3359,10.4403065089106,0.140643,16.8620920345579,"4","FSK",6
"6220","128",16765,"B4",9,1,"4",745,505,1.1493,2451.1,2817.06,1.00297,55.5253,10.295630140987,0.315222,37.7928682928935,"4","FSK",10
"6221","129",16765,"B4",9,1,"1",696,559,0.717545,474.6,340.547,0.63705,55.1804,0,0,0,"4","FSK",0
"6222","130",16765,"B4",9,1,"1",99,675,0.776532,3103.86,2410.24,0.889753,98.7212,0,0,0,"4","FSK",0
"6223","130",16765,"B4",9,1,"2",87,659,0.781246,3181.92,2485.86,0.881088,92.341,20,0.004714,0.607058047833186,"4","FSK",2
"6224","130",16765,"B4",9,1,"3",76,655,0.779309,3118.6,2430.35,0.878609,93.4618,11.7046999107196,0.00277700000000003,0.357615655246665,"4","FSK",6
"6225","130",16765,"B4",9,1,"4",66,651,0.778543,3115.84,2425.82,0.892913,97.6866,10.770329614269,0.00201099999999999,0.258971941916107,"4","FSK",10
"6226","131",16765,"B4",9,1,"1",138,681,0.778099,648.537,504.625,0.968711,71.8207,0,0,0,"4","FSK",0
"6227","132",16765,"B4",9,1,"1",286,719,0.707783,718.789,508.747,0.709572,106.308,0,0,0,"4","FSK",0
"6228","132",16765,"B4",9,1,"2",276,705,0.69354,741.659,514.37,0.725672,106.05,17.2046505340853,-0.014243,-2.01233994034895,"4","FSK",2
"6229","132",16765,"B4",9,1,"3",263,700,0.705453,650.456,458.866,0.723963,108.464,13.9283882771841,-0.00233000000000005,-0.329196943130882,"4","FSK",6
"6230","132",16765,"B4",9,1,"4",255,696,0.743964,468.28,348.383,0.678628,110.706,8.94427190999916,0.0361809999999999,5.11187751047989,"4","FSK",10
"6231","133",16765,"B4",9,1,"1",609,944,1.04208,2216.57,2309.84,0.979124,68.6306,0,0,0,"4","FSK",0
"6232","133",16765,"B4",9,1,"2",597,930,1.11056,2328.79,2586.26,1.00099,66.7338,18.4390889145858,0.0684800000000001,6.57147243973592,"4","FSK",2
"6233","133",16765,"B4",9,1,"3",586,926,1.1924,2193.82,2615.9,1.00883,66.1303,11.7046999107196,0.15032,14.4249961615231,"4","FSK",6
"6234","133",16765,"B4",9,1,"4",578,922,1.24616,1688.68,2104.37,0.997763,61.9917,8.94427190999916,0.20408,19.5839091048672,"4","FSK",10
"6235","134",16765,"B4",10,1,"1",46,124,0.714774,489.162,349.641,0.956912,67.4236,0,0,0,"4","FSK",0
"6236","135",16765,"B4",10,1,"1",451,154,0.79467,694.616,551.991,0.97268,56.6461,0,0,0,"4","FSK",0
"6237","135",16765,"B4",10,1,"2",438,139,0.788078,643.212,506.901,1.01749,54.1458,19.8494332412792,-0.00659200000000004,-0.829526721783891,"4","FSK",2
"6238","135",16765,"B4",10,1,"3",428,135,0.862064,653.556,563.407,0.991048,54.4044,10.770329614269,0.0673940000000001,8.48075301697561,"4","FSK",6
"6239","135",16765,"B4",10,1,"4",418,131,0.883766,635.915,562,0.981501,54.8355,10.770329614269,0.0890960000000001,11.2116979375087,"4","FSK",10
"6240","136",16765,"B4",10,1,"1",307,208,0.720473,2177.83,1569.06,0.976988,74.4073,0,0,0,"4","FSK",0
"6241","136",16765,"B4",10,1,"2",296,193,0.722191,2116.76,1528.71,0.970538,75.0971,18.6010752377383,0.001718,0.238454459778506,"4","FSK",2
"6242","136",16765,"B4",10,1,"3",285,189,0.737515,2103.36,1551.26,0.965711,72.9416,11.7046999107196,0.017042,2.36539051428714,"4","FSK",6
"6243","136",16765,"B4",10,1,"4",276,185,0.807818,1961.04,1584.16,0.9869,74.1487,9.8488578017961,0.087345,12.1232856748275,"4","FSK",10
"6244","137",16765,"B4",10,1,"1",303,243,0.751373,1422.19,1068.6,0.988902,74.4073,0,0,0,"4","FSK",0
"6245","137",16765,"B4",10,1,"2",291,229,0.750487,1394.89,1046.84,0.978609,71.5621,18.4390889145858,-0.000885999999999942,-0.117917465759342,"4","FSK",2
"6246","137",16765,"B4",10,1,"3",281,224,0.746138,1406.05,1049.11,0.991504,71.6483,11.1803398874989,-0.00523499999999999,-0.69672452962776,"4","FSK",6
"6247","137",16765,"B4",10,1,"4",273,220,0.744886,1376.95,1025.67,0.977232,71.3896,8.94427190999916,-0.00648699999999991,-0.86335282210033,"4","FSK",10
"6248","138",16765,"B4",10,1,"1",738,260,0.782572,626.732,490.463,0.90924,97.4279,0,0,0,"4","FSK",0
"6249","138",16765,"B4",10,1,"2",725,247,0.78243,656.103,513.354,0.961119,83.2017,18.3847763108502,-0.000142000000000087,-0.0181452952571887,"4","FSK",2
"6250","138",16765,"B4",10,1,"3",714,242,0.782861,631.563,494.426,0.859195,97.6866,12.0830459735946,0.000288999999999984,0.0369295093614369,"4","FSK",6
"6251","138",16765,"B4",10,1,"4",706,236,0.78161,658.628,514.79,0.948782,89.4095,10,-0.000962000000000018,-0.12292798617891,"4","FSK",10
"6252","139",16765,"B4",10,1,"1",448,262,0.774915,3240.35,2510.99,0.996788,59.0603,0,0,0,"4","FSK",0
"6253","139",16765,"B4",10,1,"2",435,247,0.800634,3111.97,2491.55,0.999497,56.5599,19.8494332412792,0.0257189999999999,3.3189446584464,"4","FSK",2
"6254","139",16765,"B4",10,1,"3",425,243,0.860619,3098.97,2667.03,0.988124,56.8186,10.770329614269,0.085704,11.0597936547879,"4","FSK",6
"6255","139",16765,"B4",10,1,"4",416,239,0.907659,2938.08,2666.78,1.0075,57.3359,9.8488578017961,0.132744,17.1301368537194,"4","FSK",10
"6256","140",16765,"B4",10,1,"1",645,298,0.817805,2530.68,2069.6,0.975066,63.8023,0,0,0,"4","FSK",0
"6257","140",16765,"B4",10,1,"2",633,283,0.82462,2325.59,1917.73,0.993206,60.0949,19.2093727122985,0.00681500000000002,0.83332823839424,"4","FSK",2
"6258","140",16765,"B4",10,1,"3",622,279,0.83599,2447.7,2046.25,0.964986,62.6815,11.7046999107196,0.018185,2.2236352186646,"4","FSK",6
"6259","140",16765,"B4",10,1,"4",613,274,0.907952,2384.55,2165.06,1.00423,62.6815,10.295630140987,0.090147,11.0230433905393,"4","FSK",10
"6260","141",16765,"B4",10,1,"1",128,359,0.704695,2833.83,1996.99,0.994141,125.535,0,0,0,"4","FSK",0
"6261","141",16765,"B4",10,1,"2",115,343,0.706546,2888.59,2040.92,1.01253,125.449,20.6155281280883,0.00185100000000005,0.262666827492752,"4","FSK",2
"6262","141",16765,"B4",10,1,"3",104,340,0.720811,2721.21,1961.48,0.995921,123.897,11.4017542509914,0.016116,2.28694683515564,"4","FSK",6
"6263","141",16765,"B4",10,1,"4",96,337,0.735436,2612.47,1921.3,0.995125,123.725,8.54400374531753,0.030741,4.36231277361128,"4","FSK",10
"6264","142",16765,"B4",10,1,"1",570,419,0.803829,6160.41,4951.92,0.990032,85.8745,0,0,0,"4","FSK",0
"6265","142",16765,"B4",10,1,"2",557,403,0.807859,5817.91,4700.05,0.997482,83.6328,20.6155281280883,0.00402999999999998,0.501350411592513,"4","FSK",2
"6266","142",16765,"B4",10,1,"3",546,399,0.795747,6277.83,4995.57,1.00224,84.3226,11.7046999107196,-0.00808200000000003,-1.00543772369497,"4","FSK",6
"6267","142",16765,"B4",10,1,"4",538,395,0.790376,6294.86,4975.31,0.982556,83.1155,8.94427190999916,-0.013453,-1.67361466182485,"4","FSK",10
"6268","143",16765,"B4",10,1,"1",880,551,0.873854,493.822,431.528,0.857639,79.4943,0,0,0,"4","FSK",0
"6269","143",16765,"B4",10,1,"2",865,537,0.86664,486.353,421.492,0.96663,74.5798,20.5182845286832,-0.00721400000000005,-0.825538362243585,"4","FSK",2
"6270","143",16765,"B4",10,1,"3",856,531,0.879181,512.353,450.451,0.927317,73.8038,10.816653826392,0.00532699999999997,0.609598399732675,"4","FSK",6
"6271","143",16765,"B4",10,1,"4",846,528,0.91226,503.388,459.22,0.967934,74.7522,10.4403065089106,0.0384059999999999,4.3950133546336,"4","FSK",10
"6272","144",16765,"B4",10,1,"1",686,643,0.920345,1347.43,1240.1,1.01058,64.837,0,0,0,"4","FSK",0
"6273","144",16765,"B4",10,1,"2",673,629,0.93917,1228.14,1153.43,0.984448,61.9917,19.1049731745428,0.018825,2.04542861644275,"4","FSK",2
"6274","144",16765,"B4",10,1,"3",663,624,0.963739,1389.78,1339.38,1.01304,62.1642,11.1803398874989,0.043394,4.71497101630367,"4","FSK",6
"6275","144",16765,"B4",10,1,"4",654,620,1.07418,1298.9,1395.25,1.01222,62.078,9.8488578017961,0.153835,16.714927554341,"4","FSK",10
"6276","145",16765,"B4",10,1,"1",856,811,0.865601,456.026,394.736,0.934884,67.596,0,0,0,"4","FSK",0
"6277","145",16765,"B4",10,1,"2",844,797,0.878554,437.509,384.375,0.92572,65.0956,18.4390889145858,0.012953,1.4964169403686,"4","FSK",2
"6278","145",16765,"B4",10,1,"3",833,792,0.873441,465.957,406.986,0.94932,67.9409,12.0830459735946,0.00784000000000007,0.90572908303018,"4","FSK",6
"6279","145",16765,"B4",10,1,"4",825,787,0.892352,468.116,417.724,0.935081,66.2165,9.4339811320566,0.0267510000000001,3.09045391583421,"4","FSK",10
"6280","146",16765,"B4",10,1,"1",1043,843,0.888923,569.663,506.387,0.990841,62.6815,0,0,0,"4","FSK",0
"6281","146",16765,"B4",10,1,"2",1031,828,0.898625,519.945,467.236,0.992434,62.8539,19.2093727122985,0.00970199999999999,1.09143311625416,"4","FSK",2
"6282","146",16765,"B4",10,1,"3",1021,824,0.95828,598.56,573.588,0.979628,61.4744,10.770329614269,0.069357,7.80236308431664,"4","FSK",6
"6283","146",16765,"B4",10,1,"4",1012,819,1.08346,564.82,611.961,1.001,62.3366,10.295630140987,0.194537,21.8845726795234,"4","FSK",10
"6284","147",16765,"B4",10,1,"1",1004,863,0.904782,463.669,419.519,0.975552,58.2843,0,0,0,"4","FSK",0
"6285","147",16765,"B4",10,1,"2",991,848,0.918042,437.987,402.091,0.961407,54.232,19.8494332412792,0.01326,1.46554639681161,"4","FSK",2
"6286","147",16765,"B4",10,1,"3",981,843,0.979711,495.248,485.2,0.967805,53.5422,11.1803398874989,0.074929,8.28144238059555,"4","FSK",6
"6287","147",16765,"B4",10,1,"4",972,840,1.06724,471.589,503.297,0.96042,55.4391,9.48683298050514,0.162458,17.9554854097451,"4","FSK",10
"6288","148",16765,"B4",10,1,"1",180,888,0.77758,733.935,570.693,0.986232,74.0624,0,0,0,"4","FSK",0
"6289","148",16765,"B4",10,1,"2",168,874,0.78983,658.142,519.82,0.980871,73.3727,18.4390889145858,0.01225,1.57540060186733,"4","FSK",2
"6290","148",16765,"B4",10,1,"3",158,872,0.824363,685.083,564.758,0.961635,75.442,10.1980390271856,0.0467829999999999,6.01648704956402,"4","FSK",6
"6291","148",16765,"B4",10,1,"4",148,865,0.879876,651.455,573.2,0.975668,74.2349,12.2065556157337,0.102296,13.1556881607037,"4","FSK",10
"6292","149",16765,"B4",10,1,"1",233,896,0.828143,623.004,515.936,1.00398,71.6483,0,0,0,"4","FSK",0
"6293","149",16765,"B4",10,1,"2",221,881,0.835431,554.623,463.35,0.968241,70.2688,19.2093727122985,0.00728800000000007,0.880041248914749,"4","FSK",2
"6294","149",16765,"B4",10,1,"3",210,876,0.871417,564.498,491.914,0.976833,72.8554,12.0830459735946,0.043274,5.22542604356977,"4","FSK",6
"6295","149",16765,"B4",10,1,"4",201,872,0.963402,516.718,497.807,0.985466,72.4243,9.8488578017961,0.135259,16.3328072567177,"4","FSK",10
"6296","150",16765,"B4",10,1,"1",428,933,0.861896,1125.66,970.205,0.953658,69.9239,0,0,0,"4","FSK",0
"6297","150",16765,"B4",10,1,"2",415,917,0.893415,1006.75,899.443,0.953318,66.9925,20.6155281280883,0.031519,3.65693772798574,"4","FSK",2
"6298","150",16765,"B4",10,1,"3",405,914,0.955054,1047.43,1000.35,0.956367,68.8031,10.4403065089106,0.093158,10.8084966167612,"4","FSK",6
"6299","150",16765,"B4",10,1,"4",396,909,1.01277,990.116,1002.76,0.952278,69.7515,10.295630140987,0.150874,17.50489618237,"4","FSK",10
"6300","151",16765,"B4",10,1,"1",399,993,0.821316,647.904,532.135,0.928548,64.061,0,0,0,"4","FSK",0
"6301","151",16765,"B4",10,1,"2",387,979,0.830296,616.435,511.824,0.955595,61.6469,18.4390889145858,0.00897999999999999,1.09336723015258,"4","FSK",2
"6302","151",16765,"B4",10,1,"3",375,973,0.837733,650.497,544.943,0.947128,63.4575,13.4164078649987,0.0164169999999999,1.9988652357923,"4","FSK",6
"6303","151",16765,"B4",10,1,"4",367,970,0.847262,648.556,549.496,0.987991,60.9571,8.54400374531753,0.0259459999999999,3.15907640908005,"4","FSK",10
"6304","152",16765,"B4",11,1,"1",31,57,0.671679,1547.9,1039.69,0.994925,125.708,0,0,0,"4","FSK",0
"6305","152",16765,"B4",11,1,"2",20,44,0.671214,1452.4,974.869,0.975558,121.483,17.0293863659264,-0.000465000000000049,-0.0692294980191503,"4","FSK",2
"6306","152",16765,"B4",11,1,"3",18,37,0.688674,1298.82,894.466,0.851047,94.5827,7.28010988928052,0.016995,2.530226492119,"4","FSK",6
"6307","152",16765,"B4",11,1,"4",13,35,0.715945,1087.67,778.71,0.813109,66.3889,5.3851648071345,0.044266,6.59035045014062,"4","FSK",10
"6308","153",16765,"B4",11,1,"1",484,121,0.773067,569.096,439.95,0.881571,92.4272,0,0,0,"4","FSK",0
"6309","153",16765,"B4",11,1,"2",471,106,0.768143,614.082,471.702,0.94732,84.3226,19.8494332412792,-0.00492399999999993,-0.63694349907575,"4","FSK",2
"6310","153",16765,"B4",11,1,"3",461,102,0.765247,621.725,475.773,0.928876,86.2194,10.770329614269,-0.00781999999999994,-1.01155527269951,"4","FSK",6
"6311","153",16765,"B4",11,1,"4",453,98,0.768949,631.496,485.588,0.954718,82.2533,8.94427190999916,-0.00411799999999996,-0.532683454344831,"4","FSK",10
"6312","154",16765,"B4",11,1,"1",978,296,0.821765,908.116,746.258,0.992514,57.2497,0,0,0,"4","FSK",0
"6313","154",16765,"B4",11,1,"2",966,281,0.822241,1034.16,850.331,0.988191,59.5776,19.2093727122985,0.000476000000000032,0.0579241023893731,"4","FSK",2
"6314","154",16765,"B4",11,1,"3",955,274,0.837987,1269.39,1063.74,1.01763,59.75,13.0384048104053,0.0162220000000001,1.97404367428645,"4","FSK",6
"6315","154",16765,"B4",11,1,"4",946,271,0.865386,1407.52,1218.05,0.982844,61.8193,9.48683298050514,0.043621,5.30820855110646,"4","FSK",10
"6316","155",16765,"B4",11,1,"1",836,413,0.832864,678.307,564.937,0.966155,70.0101,0,0,0,"4","FSK",0
"6317","155",16765,"B4",11,1,"2",824,400,0.821722,738.718,607.02,0.974804,68.1133,17.6918060129541,-0.0111420000000001,-1.33779344526839,"4","FSK",2
"6318","155",16765,"B4",11,1,"3",813,395,0.83937,754.169,633.027,0.978609,71.5621,12.0830459735946,0.0065059999999999,0.781159949283424,"4","FSK",6
"6319","155",16765,"B4",11,1,"4",803,391,0.907046,726.542,659.007,0.972102,72.2518,10.770329614269,0.074182,8.90685634149152,"4","FSK",10
"6320","156",16765,"B4",11,1,"1",227,597,0.817809,907.398,742.078,0.965253,80.6151,0,0,0,"4","FSK",0
"6321","156",16765,"B4",11,1,"2",216,583,0.812394,965.671,784.505,0.982911,79.9254,17.8044938147649,-0.00541500000000006,-0.662135046202727,"4","FSK",2
"6322","156",16765,"B4",11,1,"3",204,579,0.799165,1006.09,804.031,0.969112,79.5805,12.6491106406735,-0.018644,-2.27974991715669,"4","FSK",6
"6323","156",16765,"B4",11,1,"4",195,574,0.799515,1015.23,811.693,0.974248,78.7183,10.295630140987,-0.018294,-2.23695263808542,"4","FSK",10
"6324","157",16765,"B4",11,1,"1",625,747,0.854514,1765.16,1508.36,1.00938,99.4972,0,0,0,"4","FSK",0
"6325","157",16765,"B4",11,1,"2",614,734,0.849334,1984.9,1685.84,1.00475,104.239,17.0293863659264,-0.00517999999999996,-0.606192525809988,"4","FSK",2
"6326","157",16765,"B4",11,1,"3",604,729,0.853899,2322.58,1983.25,1.01,105.188,11.1803398874989,-0.000615000000000032,-0.0719707342419237,"4","FSK",6
"6327","157",16765,"B4",11,1,"4",594,724,0.879812,2480.57,2182.43,1.01759,106.567,11.1803398874989,0.025298,2.96051322740178,"4","FSK",10
"6328","158",16765,"B4",11,1,"1",237,806,0.784303,1236.11,969.488,0.997923,110.533,0,0,0,"4","FSK",0
"6329","158",16765,"B4",11,1,"2",227,793,0.780194,1321.71,1031.19,1.00995,112.861,16.4012194668567,-0.00410899999999992,-0.523904664396275,"4","FSK",2
"6330","158",16765,"B4",11,1,"3",216,788,0.776426,1346.22,1045.24,1.00664,116.138,12.0830459735946,-0.00787700000000002,-1.00433123422963,"4","FSK",6
"6331","158",16765,"B4",11,1,"4",207,783,0.783286,1309.31,1025.57,1.01042,118.897,10.295630140987,-0.00101699999999993,-0.129669273227303,"4","FSK",10
"6332","159",16765,"B4",11,1,"1",978,949,0.847578,952.948,807.698,0.981949,56.215,0,0,0,"4","FSK",0
"6333","159",16765,"B4",11,1,"2",967,935,0.842215,1120.34,943.569,1.01457,58.0256,17.8044938147649,-0.00536300000000001,-0.632744125024482,"4","FSK",2
"6334","159",16765,"B4",11,1,"3",956,931,0.886656,1311,1162.41,0.999028,60.6984,11.7046999107196,0.0390779999999999,4.61054911760333,"4","FSK",6
"6335","159",16765,"B4",11,1,"4",947,926,0.954602,1467.01,1400.41,1.01369,60.7847,10.295630140987,0.107024,12.6270384554578,"4","FSK",10
"6336","160",16765,"B4",11,1,"1",545,960,0.886663,587.116,520.574,1.01038,52.1627,0,0,0,"4","FSK",0
"6337","160",16765,"B4",11,1,"2",532,944,0.86632,670.026,580.457,1.00702,53.1974,20.6155281280883,-0.020343,-2.29433279611307,"4","FSK",2
"6338","160",16765,"B4",11,1,"3",523,943,0.89292,744.68,664.94,1.00606,53.1111,9.05538513813742,0.00625700000000007,0.705679609953282,"4","FSK",6
"6339","160",16765,"B4",11,1,"4",513,935,0.93731,749.42,702.439,0.986427,53.9733,12.8062484748657,0.050647,5.71209129060308,"4","FSK",10
"6340","161",16765,"B4",11,1,"1",795,1060,0.883307,528.038,466.42,0.944602,77.6837,0,0,0,"4","FSK",0
"6341","161",16765,"B4",11,1,"2",783,1046,0.884093,623.076,550.858,0.96112,76.9077,18.4390889145858,0.000786000000000064,0.0889837847996296,"4","FSK",2
"6342","161",16765,"B4",11,1,"3",772,1042,0.876939,719.516,630.972,0.97735,79.1494,11.7046999107196,-0.00636799999999993,-0.720927152167925,"4","FSK",6
"6343","161",16765,"B4",11,1,"4",763,1036,0.875467,802.018,702.141,0.968501,79.4943,10.816653826392,-0.00783999999999996,-0.88757362955348,"4","FSK",10
"6344","162",16765,"B4",12,1,"1",528,10,0.759107,478.153,362.97,0.672648,37.0743,0,0,0,"4","FSK",0
"6345","163",16765,"B4",12,1,"1",337,63,0.715345,3992.67,2856.14,0.985533,75.5282,0,0,0,"4","FSK",0
"6346","163",16765,"B4",12,1,"2",327,49,0.719709,4094.94,2947.17,0.977648,74.4935,17.2046505340853,0.00436400000000003,0.610055288007889,"4","FSK",2
"6347","163",16765,"B4",12,1,"3",317,46,0.760406,3928.36,2987.15,0.978954,76.2179,10.4403065089106,0.045061,6.29919828893751,"4","FSK",6
"6348","163",16765,"B4",12,1,"4",308,41,0.827463,3543.18,2931.85,0.981531,76.5628,10.295630140987,0.112118,15.6732765309047,"4","FSK",10
"6349","164",16765,"B4",12,1,"1",507,67,0.732706,2746.04,2012.04,1.00071,68.1995,0,0,0,"4","FSK",0
"6350","164",16765,"B4",12,1,"2",497,53,0.7408,2692.79,1994.82,1.00951,69.2342,17.2046505340853,0.00809400000000005,1.10467226964158,"4","FSK",2
"6351","164",16765,"B4",12,1,"3",486,50,0.779275,2641.91,2058.77,0.987974,68.1995,11.4017542509914,0.0465690000000001,6.35575524152936,"4","FSK",6
"6352","164",16765,"B4",12,1,"4",476,47,0.826148,2478.18,2047.35,0.992338,68.7168,10.4403065089106,0.093442,12.7530005213551,"4","FSK",10
"6353","165",16765,"B4",12,1,"1",553,90,0.797649,7373.72,5881.64,0.961046,56.8186,0,0,0,"4","FSK",0
"6354","165",16765,"B4",12,1,"2",542,80,0.819044,7270.54,5954.89,0.962181,55.6115,14.8660687473185,0.0213949999999999,2.68225748418163,"4","FSK",2
"6355","165",16765,"B4",12,1,"3",531,73,0.897412,6699.41,6012.13,0.995921,56.215,13.0384048104053,0.0997629999999999,12.5071303292551,"4","FSK",6
"6356","165",16765,"B4",12,1,"4",522,68,0.979676,6392.04,6262.12,0.977892,57.1635,10.295630140987,0.182027,22.8204385638294,"4","FSK",10
"6357","166",16765,"B4",12,1,"1",253,116,0.732786,2102.64,1540.79,0.980631,65.8716,0,0,0,"4","FSK",0
"6358","166",16765,"B4",12,1,"2",237,101,0.730239,2084.56,1522.22,0.966632,65.6992,21.9317121994613,-0.00254700000000008,-0.347577601100468,"4","FSK",2
"6359","166",16765,"B4",12,1,"3",226,97,0.752999,1974.97,1487.15,0.972344,64.9232,11.7046999107196,0.0202129999999999,2.75837693405714,"4","FSK",6
"6360","166",16765,"B4",12,1,"4",217,93,0.81105,1877.5,1522.74,0.966632,65.6992,9.8488578017961,0.078264,10.6803350500692,"4","FSK",10
"6361","167",16765,"B4",12,1,"1",786,171,0.777886,1180.06,917.953,0.973004,78.5459,0,0,0,"4","FSK",0
"6362","167",16765,"B4",12,1,"2",774,157,0.779321,1186.26,924.481,0.96989,78.1148,18.4390889145858,0.00143500000000008,0.184474331714425,"4","FSK",2
"6363","167",16765,"B4",12,1,"3",765,153,0.807452,1139.28,919.914,0.965514,77.5112,9.8488578017961,0.029566,3.80081400102328,"4","FSK",6
"6364","167",16765,"B4",12,1,"4",754,149,0.823802,1152.91,949.773,0.983867,78.4596,11.7046999107196,0.0459160000000001,5.90266440069626,"4","FSK",10
"6365","168",16765,"B4",12,1,"1",751,193,0.784962,2606.93,2046.34,0.978918,64.2334,0,0,0,"4","FSK",0
"6366","168",16765,"B4",12,1,"2",740,179,0.786725,2610.12,2053.44,0.985613,63.5437,17.8044938147649,0.00176299999999996,0.224596859465803,"4","FSK",2
"6367","168",16765,"B4",12,1,"3",729,175,0.820327,2499.4,2050.33,0.995612,63.1988,11.7046999107196,0.035365,4.50531363301663,"4","FSK",6
"6368","168",16765,"B4",12,1,"4",720,170,0.920416,2463.37,2267.33,1.00037,65.1819,10.295630140987,0.135454,17.2561219524002,"4","FSK",10
"6369","169",16765,"B4",12,1,"1",65,211,0.745423,915.658,682.553,0.963655,65.3543,0,0,0,"4","FSK",0
"6370","169",16765,"B4",12,1,"2",54,197,0.771167,856.889,660.804,0.97461,65.1819,17.8044938147649,0.0257440000000001,3.45360956128267,"4","FSK",2
"6371","169",16765,"B4",12,1,"3",43,195,0.822572,774.535,637.111,0.980455,64.4059,11.1803398874989,0.077149,10.3496940663221,"4","FSK",6
"6372","169",16765,"B4",12,1,"4",34,188,0.848295,764.373,648.414,0.976608,63.9748,11.4017542509914,0.102872,13.8004864352187,"4","FSK",10
"6373","170",16765,"B4",12,1,"1",109,300,0.739245,1433.46,1059.67,1.00438,68.6306,0,0,0,"4","FSK",0
"6374","170",16765,"B4",12,1,"2",98,287,0.754791,1313.63,991.514,0.998494,67.9409,17.0293863659264,0.0155459999999999,2.10295639469999,"4","FSK",2
"6375","170",16765,"B4",12,1,"3",88,282,0.894116,1063.87,951.223,1.00365,68.5444,11.1803398874989,0.154871,20.9498880614681,"4","FSK",6
"6376","170",16765,"B4",12,1,"4",78,278,0.980336,1023.08,1002.96,0.986284,69.4928,10.770329614269,0.241091,32.6131390810895,"4","FSK",10
"6377","171",16765,"B4",12,1,"1",557,316,0.625754,601.118,376.152,0.842666,88.5473,0,0,0,"4","FSK",0
"6378","172",16765,"B4",12,1,"1",252,362,0.814112,476.739,388.119,0.973091,40.6093,0,0,0,"4","FSK",0
